,application_number,sponsor_name,app_numb_openfda,brand_name,generic_name,manufacturer_name,product_ndc,product_type,rxcui,spl_id,spl_set_id,package_ndc,submission_type,submission_status_date,product_number,reference_drug,active_ingredients,marketing_status,reference_standard,dosage_form
35,BLA021663,FERRING,,,,,,,,,,,['ORIG'],['20041029'],['001'],['No'],"[[{'name': 'MENOTROPINS (FSH', 'strength': '75 IU/VIAL'}, {'name': 'LH)', 'strength': '75 IU/VIAL'}]]",['Prescription'],['No'],['INJECTABLE']
36,BLA021665,AMPHASTAR PHARM,,,,,,,,,,,['ORIG'],['20041026'],['001'],['No'],"[[{'name': 'HYALURONIDASE', 'strength': '150 UNITS/ML'}]]",['Prescription'],['No'],['INJECTABLE']
37,BLA021765,EMD SERONO,,,,,,,,,,,['ORIG'],['20040325'],"['003', '001', '002']","['No', 'No', 'No']","[[{'name': 'FOLLITROPIN ALFA/BETA', 'strength': '150 IU/VIAL'}], [{'name': 'FOLLITROPIN ALFA/BETA', 'strength': '37.5 IU/VIAL'}], [{'name': 'FOLLITROPIN ALFA/BETA', 'strength': '75 IU/VIAL'}]]","['Discontinued', 'Discontinued', 'Prescription']","['No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
38,BLA021839,IPSEN INC,['BLA021839'],['INCRELEX'],['MECASERMIN'],"['Ipsen Biopharmaceuticals, Inc.']",['15054-1040'],['HUMAN PRESCRIPTION DRUG'],"['604806', '615882']",['105b67a0-a2b2-447b-a233-ab693d9d6fd5'],['a8b27a1b-a611-4f91-ad22-76d4b390c3ae'],['15054-1040-5'],['ORIG'],['20050830'],['001'],['No'],"[[{'name': 'MECASERMIN RECOMBINANT', 'strength': '40MG/4ML (10MG/ML)'}]]",['Prescription'],['No'],['INJECTABLE']
39,BLA022175,DIGESTIVE CARE INC,,,,,,,,,,,['ORIG'],['20120517'],"['004', '002', '003', '001']","['No', 'No', 'No', 'No']","[[{'name': 'PANCRELIPASE (AMYLASE', 'strength': '90,750USP UNITS'}, {'name': 'LIPASE', 'strength': '24,000USP UNITS'}, {'name': 'PROTEASE)', 'strength': '86,250USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '60,500USP UNITS'}, {'name': 'LIPASE', 'strength': '16,000USP UNITS'}, {'name': 'PROTEASE)', 'strength': '57,500USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '15,125USP UNITS'}, {'name': 'LIPASE', 'strength': '4,000USP UNITS'}, {'name': 'PROTEASE)', 'strength': '14,375USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '30,250USP UNITS'}, {'name': 'LIPASE', 'strength': '8,000USP UNITS'}, {'name': 'PROTEASE)', 'strength': '28,750USP UNITS'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No', 'No']","['CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE']"
40,BLA022523,VIVUS INC,,,,,,,,,,,['ORIG'],['20100412'],"['005', '003', '001', '004', '002']","['No', 'No', 'No', 'No', 'No']","[[{'name': 'PANCRELIPASE (AMYLASE', 'strength': '10,850USP UNITS'}, {'name': 'LIPASE', 'strength': '2,600USP UNITS'}, {'name': 'PROTEASE)', 'strength': '6,200USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '98,400USP UNITS'}, {'name': 'LIPASE', 'strength': '16,800USP UNITS'}, {'name': 'PROTEASE)', 'strength': '56,800USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '24,600USP UNITS'}, {'name': 'LIPASE', 'strength': '4,200USP UNITS'}, {'name': 'PROTEASE)', 'strength': '14,200USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '83,900USP UNITS'}, {'name': 'LIPASE', 'strength': '21,000USP UNITS'}, {'name': 'PROTEASE)', 'strength': '54,700USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '61,500USP UNITS'}, {'name': 'LIPASE', 'strength': '10,500USP UNITS'}, {'name': 'PROTEASE)', 'strength': '35,500USP UNITS'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No', 'No', 'No']","['CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE']"
41,BLA022542,VIOKACE,,,,,,,,,,,['ORIG'],['20120301'],"['001', '002']","['No', 'No']","[[{'name': 'PANCRELIPASE (AMYLASE', 'strength': '39,150USP UNITS'}, {'name': 'LIPASE', 'strength': '10,440USP UNITS'}, {'name': 'PROTEASE)', 'strength': '39,150USP UNITS'}], [{'name': 'PANCRELIPASE (AMYLASE', 'strength': '78,300USP UNITS'}, {'name': 'LIPASE', 'strength': '20,880USP UNITS'}, {'name': 'PROTEASE)', 'strength': '78,300USP UNITS'}]]","['Prescription', 'Prescription']","['No', 'No']","['TABLET', 'TABLET']"
42,BLA022575,SHIRE HUMAN GENETIC,,,,,,,,,,,['ORIG'],['20100226'],"['001', '002']","['No', 'No']","[[{'name': 'VELAGLUCERASE ALFA', 'strength': '400 UNITS/VIAL'}], [{'name': 'VELAGLUCERASE ALFA', 'strength': '200 UNITS/VIAL'}]]","['Prescription', 'Discontinued']","['No', 'No']","['INJECTABLE', 'POWDER']"
43,BLA205692,ELI LILLY AND CO,,,,,,,,,,,['ORIG'],['20151216'],['001'],['No'],"[[{'name': 'INSULIN GLARGINE', 'strength': '300 UNITS/3ML (100 UNITS/ML)'}]]",['Prescription'],['No'],['SOLUTION']
44,BLA208751,NOVO,,,,,,,,,,,['ORIG'],['20170929'],"['003', '001', '002']","['No', 'No', 'No']","[[{'name': 'INSULIN ASPART', 'strength': '300 UNITS/3ML (100 UNITS/ML)'}], [{'name': 'INSULIN ASPART', 'strength': '1000 UNITS/10ML (100 UNITS/ML)'}], [{'name': 'INSULIN ASPART', 'strength': '300 UNITS/3ML (100 UNITS/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
45,BLA209196,SANOFI-AVENTIS US,,,,,,,,,,,['ORIG'],['20171211'],"['003', '001', '002']","['No', 'No', 'No']","[[{'name': 'INSULIN LISPRO', 'strength': '300 UNITS/3ML (100 UNITS/ML)'}], [{'name': 'INSULIN LISPRO', 'strength': '1000 UNITS/10ML (100 UNITS/ML)'}], [{'name': 'INSULIN LISPRO', 'strength': '300 UNITS/3ML (100 UNITS/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
46,NDA001546,MERCK SHARP DOHME,,,,,,,,,,,['ORIG'],['19391002'],['001'],['No'],"[[{'name': 'GUANIDINE HYDROCHLORIDE', 'strength': '125MG'}]]",['Discontinued'],['No'],['TABLET']
47,NDA004782,WYETH PHARMS,['NDA004782'],['PREMARIN'],"['ESTROGENS, CONJUGATED']","['Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.']","['0046-1100', '0046-1101', '0046-1102', '0046-1104', '0046-1103']",['HUMAN PRESCRIPTION DRUG'],"['150840', '197660', '197661', '197662', '202301', '208513', '208949', '310197', '403849', '404550']",['9cd6d169-2f92-4251-bca1-b02e499545c0'],['258e1602-a3cf-4ccc-ca80-73dbbfb812ff'],"['0046-1101-81', '0046-1102-81', '0046-1102-91', '0046-1102-52', '0046-1104-81', '0046-1104-91', '0046-1100-81', '0046-1100-91', '0046-1100-52', '0046-1103-81']",['ORIG'],['19420508'],"['002', '005', '003', '001', '006', '004']","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'ESTROGENS, CONJUGATED', 'strength': '2.5MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.9MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.3MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '1.25MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.45MG'}], [{'name': 'ESTROGENS, CONJUGATED', 'strength': '0.625MG'}]]","['Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'Yes', 'No', 'Yes', 'No', 'Yes']","['TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET']"
48,NDA005856,ABBVIE,,,,,,,,,,,['ORIG'],['19460125'],"['005', '002', '009']","['No', 'No', 'Yes']","[[{'name': 'TRIMETHADIONE', 'strength': '300MG'}], [{'name': 'TRIMETHADIONE', 'strength': '200MG/5ML'}], [{'name': 'TRIMETHADIONE', 'strength': '150MG'}]]","['Discontinued', 'Discontinued', 'Discontinued']","['No', 'No', 'No']","['CAPSULE', 'SOLUTION', 'TABLET']"
49,NDA005939,AKORN,['NDA005939'],['BAL'],['DIMERCAPROL'],"['Akorn, Inc.']",['17478-526'],['HUMAN PRESCRIPTION DRUG'],"['208325', '309915']",['54536295-5665-4482-97ea-9ab028c762c9'],['bee9a137-160f-47e8-a551-ca461ae4f51e'],['17478-526-03'],['ORIG'],['19460506'],['001'],['Yes'],"[[{'name': 'DIMERCAPROL', 'strength': '10%'}]]",['Prescription'],['Yes'],['INJECTABLE']
50,NDA006188,DAVA PHARMS INC,,,,,,,,,,,['ORIG'],['19470728'],['001'],['Yes'],"[[{'name': 'PROPYLTHIOURACIL', 'strength': '50MG'}]]",['Prescription'],['Yes'],['TABLET']
51,NDA006383,MALLINCKRODT INC,,,,,,,,,,,['ORIG'],['19471215'],"['003', '004', '002']","['No', 'No', 'No']","[[{'name': 'METHADONE HYDROCHLORIDE', 'strength': '100GM/BOT'}], [{'name': 'METHADONE HYDROCHLORIDE', 'strength': '500GM/BOT'}], [{'name': 'METHADONE HYDROCHLORIDE', 'strength': '50GM/BOT'}]]","['Discontinued', 'Discontinued', 'Discontinued']","['No', 'No', 'No']","['POWDER', 'POWDER', 'POWDER']"
52,NDA006695,RECORDATI RARE,,,,,,,,,,,['ORIG'],['19490315'],['001'],['Yes'],"[[{'name': 'MECHLORETHAMINE HYDROCHLORIDE', 'strength': '10MG/VIAL'}]]",['Discontinued'],['No'],['INJECTABLE']
53,NDA006927,JOURNEY,,,,,,,,,,,['ORIG'],['19490706'],['001'],['Yes'],"[[{'name': 'CROTAMITON', 'strength': '10%'}]]",['Discontinued'],['No'],['CREAM']
54,NDA007529,LILLY,,,,,,,,,,,['ORIG'],['19500712'],['002'],['Yes'],"[[{'name': 'QUINIDINE GLUCONATE', 'strength': '80MG/ML'}]]",['Discontinued'],['No'],['INJECTABLE']
55,NDA008372,MALLINCKRODT ARD,['NDA008372'],['ACTHAR'],['REPOSITORY CORTICOTROPIN'],['Mallinckrodt ARD LLC'],['63004-8710'],['HUMAN PRESCRIPTION DRUG'],"['309541', '1040025']",['76ce7199-f224-4e4e-bc1c-bc1a7b0a8b6a'],['7b48ddec-e815-45f4-9ca0-5c0daaf56f30'],"['63004-8710-1', '63004-8710-2', '63004-8710-3']",['ORIG'],['19520429'],"['006', '008']","['No', 'Yes']","[[{'name': 'CORTICOTROPIN', 'strength': '40 UNITS/ML'}], [{'name': 'CORTICOTROPIN', 'strength': '80 UNITS/ML'}]]","['Discontinued', 'Prescription']","['No', 'Yes']","['INJECTABLE', 'INJECTABLE']"
56,NDA008578,VYERA PHARMS LLC,['NDA008578'],"['PYRIMETHAMINE', 'DARAPRIM']",['PYRIMETHAMINE'],"['OAKRUM PHARMA, LLC', 'Vyera Pharmaceuticals LLC']","['72647-330', '69413-330']",['HUMAN PRESCRIPTION DRUG'],"['198182', '201912']","['dbe82416-93c4-445a-a4ff-c0969ba41a08', 'ef24de98-dab5-4964-9e21-6c43ca9cbe34']","['8ed8141b-e6c0-4a6b-8a08-2858c8c8bd4a', '5368616d-6520-6f6e-2053-686b72656c69']","['72647-330-01', '72647-330-03', '72647-330-10', '72647-330-30', '69413-330-10', '69413-330-30', '69413-330-06']",['ORIG'],['19530123'],['001'],['Yes'],"[[{'name': 'PYRIMETHAMINE', 'strength': '25MG'}]]",['Prescription'],['Yes'],['TABLET']
57,NDA008809,HOSPIRA,,,,,,,,,,,['ORIG'],['19530220'],"['005', '006', '004']","['No', 'Yes', 'No']","[[{'name': 'ASCORBIC ACID', 'strength': '20MG/ML'}, {'name': 'BIOTIN', 'strength': '0.006MG/ML'}, {'name': 'CYANOCOBALAMIN', 'strength': '0.5MCG/ML'}, {'name': 'DEXPANTHENOL', 'strength': '1.5MG/ML'}, {'name': 'ERGOCALCIFEROL', 'strength': '20 IU/ML'}, {'name': 'FOLIC ACID', 'strength': '0.6MG/ML'}, {'name': 'NIACINAMIDE', 'strength': '4MG/ML'}, {'name': 'PYRIDOXINE HYDROCHLORIDE', 'strength': '0.4MG/ML'}, {'name': 'RIBOFLAVIN', 'strength': '0.36MG/ML'}, {'name': 'THIAMINE HYDROCHLORIDE', 'strength': '0.6MG/ML'}, {'name': 'VITAMIN A', 'strength': '330 UNITS/ML'}, {'name': 'VITAMIN E', 'strength': '1 IU/ML'}], [{'name': 'ASCORBIC ACID', 'strength': '20MG/ML'}, {'name': 'BIOTIN', 'strength': '0.006MG/ML'}, {'name': 'CYANOCOBALAMIN', 'strength': '0.05MCG/ML'}, {'name': 'DEXPANTHENOL', 'strength': '1.5MG/ML'}, {'name': 'ERGOCALCIFEROL', 'strength': '0.0005MG/ML'}, {'name': 'FOLIC ACID', 'strength': '0.06MG/ML'}, {'name': 'NIACINAMIDE', 'strength': '4MG/ML'}, {'name': 'PYRIDOXINE HYDROCHLORIDE', 'strength': '0.6MG/ML'}, {'name': ""RIBOFLAVIN 5'-PHOSPHATE SODIUM"", 'strength': '0.36MG/ML'}, {'name': 'THIAMINE HYDROCHLORIDE', 'strength': '0.6MG/ML'}, {'name': 'VITAMIN A', 'strength': '0.1MG/ML'}, {'name': 'VITAMIN E', 'strength': '1MG/ML'}], [{'name': 'ASCORBIC ACID', 'strength': '10MG/ML'}, {'name': 'BIOTIN', 'strength': '0.006MG/ML'}, {'name': 'CYANOCOBALAMIN', 'strength': '0.5MCG/ML'}, {'name': 'DEXPANTHENOL', 'strength': '1.5MG/ML'}, {'name': 'ERGOCALCIFEROL', 'strength': '20 IU/ML'}, {'name': 'FOLIC ACID', 'strength': '0.04MG/ML'}, {'name': 'NIACINAMIDE', 'strength': '4MG/ML'}, {'name': 'PYRIDOXINE HYDROCHLORIDE', 'strength': '0.4MG/ML'}, {'name': ""RIBOFLAVIN 5'-PHOSPHATE SODIUM"", 'strength': '0.36MG/ML'}, {'name': 'THIAMINE HYDROCHLORIDE', 'strength': '0.3MG/ML'}, {'name': 'VITAMIN A', 'strength': '330 UNITS/ML'}, {'name': 'VITAMIN E', 'strength': '1 IU/ML'}]]","['Discontinued', 'Discontinued', 'Discontinued']","['No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
58,NDA008922,BAUSCH,['NDA008922'],['CALCIUM DISODIUM VERSENATE'],['EDETATE CALCIUM DISODIUM'],"['Bausch Health Us, LLC']",['99207-240'],['HUMAN PRESCRIPTION DRUG'],"['847703', '860005']",['c3e61446-06de-4a15-8a6a-830fa6e8b2ff'],['74435a8a-28a9-4080-93d0-d9d5f10b325e'],['99207-240-05'],['ORIG'],['19530716'],"['001', '002']","['Yes', 'No']","[[{'name': 'EDETATE CALCIUM DISODIUM', 'strength': '200MG/ML'}], [{'name': 'EDETATE CALCIUM DISODIUM', 'strength': '500MG'}]]","['Prescription', 'Discontinued']","['Yes', 'No']","['INJECTABLE', 'TABLET']"
59,NDA009190,GUERBET,,,,,,,,,,,['ORIG'],['19540331'],['001'],['Yes'],"[[{'name': 'ETHIODIZED OIL', 'strength': 'EQ 4.8GM IODINE/10ML (EQ 480MG IODINE/ML)'}]]",['Prescription'],['Yes'],['OIL']
60,NDA009321,BRACCO,,,,,,,,,,,['ORIG'],['19540427'],"['007', '003', '001']","['No', 'Yes', 'No']","[[{'name': 'IODIPAMIDE MEGLUMINE', 'strength': '10.3%'}], [{'name': 'IODIPAMIDE MEGLUMINE', 'strength': '52%'}], [{'name': 'IODIPAMIDE SODIUM', 'strength': '20%'}]]","['Discontinued', 'Discontinued', 'Discontinued']","['No', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
61,NDA009386,ASPEN GLOBAL,['NDA009386'],['MYLERAN'],['BUSULFAN'],['Aspen Global Inc.'],['76388-713'],['HUMAN PRESCRIPTION DRUG'],"['105551', '197422']",['0bb7ea71-8acc-438e-ae7e-0ab3fbaa2e39'],['bf456fc7-3a79-47f7-8acc-600b5e2f0dc2'],['76388-713-25'],['ORIG'],['19540626'],['001'],['Yes'],"[[{'name': 'BUSULFAN', 'strength': '2MG'}]]",['Prescription'],['Yes'],['TABLET']
62,NDA009435,FRESENIUS KABI USA,,,,,,,,,,,['ORIG'],['19550311'],"['007', '003', '001', '006', '004', '002']","['Yes', 'No', 'Yes', 'Yes', 'No', 'Yes']","[[{'name': 'CHLOROPROCAINE HYDROCHLORIDE', 'strength': '3%'}], [{'name': 'CHLOROPROCAINE HYDROCHLORIDE', 'strength': '2%'}], [{'name': 'CHLOROPROCAINE HYDROCHLORIDE', 'strength': '1%'}], [{'name': 'CHLOROPROCAINE HYDROCHLORIDE', 'strength': '2%'}], [{'name': 'CHLOROPROCAINE HYDROCHLORIDE', 'strength': '3%'}], [{'name': 'CHLOROPROCAINE HYDROCHLORIDE', 'strength': '2%'}]]","['Prescription', 'Discontinued', 'Prescription', 'Prescription', 'Discontinued', 'Prescription']","['Yes', 'No', 'Yes', 'Yes', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
63,NDA010040,BRACCO,,,,,,,,,,,['ORIG'],['19550802'],"['001', '018', '016', '022', '006', '020', '012', '019', '017', '021']","['Yes', 'Yes', 'No', 'Yes', 'No', 'No', 'No', 'No', 'No', 'No']","[[{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '66%'}, {'name': 'DIATRIZOATE SODIUM', 'strength': '10%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '30%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '60%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '18%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '52%'}, {'name': 'DIATRIZOATE SODIUM', 'strength': '8%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '34.3%'}, {'name': 'DIATRIZOATE SODIUM', 'strength': '35%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '30%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '28.5%'}, {'name': 'DIATRIZOATE SODIUM', 'strength': '29.1%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '76%'}], [{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '30%'}]]","['Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued', 'Discontinued']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No']","['INJECTABLE', 'SOLUTION', 'INJECTABLE', 'SOLUTION', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'SOLUTION']"
64,NDA010104,BAUSCH,['NDA010104'],"['MEPHYTON', 'PHYTONADIONE']",['PHYTONADIONE'],"['Bausch Health US LLC', 'Oceanside Pharmaceuticals']","['0187-1704', '68682-170']",['HUMAN PRESCRIPTION DRUG'],"['198102', '207839']","['90c52861-852b-4a55-bfd7-be70a95882cc', '9e70ab6f-8438-42c3-9414-2de9882bff6d']","['5be7bb0a-dddb-4cb4-bf89-a8fafb726c83', '4b352b5f-32d6-4c28-b58c-b34ea2b78a87']","['0187-1704-05', '68682-170-05', '68682-170-30']",['ORIG'],['19550930'],['003'],['Yes'],"[[{'name': 'PHYTONADIONE', 'strength': '5MG'}]]",['Prescription'],['Yes'],['TABLET']
65,NDA010402,WYETH PHARMS,,,,,,,,,,,['ORIG'],['19561218'],['001'],['Yes'],"[[{'name': 'ESTROGENS, CONJUGATED', 'strength': '25MG/VIAL'}]]",['Prescription'],['Yes'],['INJECTABLE']
66,NDA010596,PARKE DAVIS,['NDA010596'],['CELONTIN'],['METHSUXIMIDE'],['Parke-Davis Div of Pfizer Inc'],['0071-0525'],['HUMAN PRESCRIPTION DRUG'],"['197949', '207088']",['aae60e0d-e70b-44b4-8d19-3411f359a00a'],['64a6ee88-c6b1-4e13-8208-b6772ef65a74'],['0071-0525-24'],['ORIG'],['19570208'],"['007', '008']","['Yes', 'Yes']","[[{'name': 'METHSUXIMIDE', 'strength': '150MG'}], [{'name': 'METHSUXIMIDE', 'strength': '300MG'}]]","['Discontinued', 'Prescription']","['No', 'Yes']","['CAPSULE', 'CAPSULE']"
67,NDA010669,ASPEN GLOBAL INC,,,,,,,,,,,['ORIG'],['19570318'],['002'],['Yes'],"[[{'name': 'CHLORAMBUCIL', 'strength': '2MG'}]]",['Prescription'],['Yes'],['TABLET']
68,NDA010679,SANOFI AVENTIS US,,,,,,,,,,,['ORIG'],['19561114'],"['003', '004']","['Yes', 'No']","[[{'name': 'MEPENZOLATE BROMIDE', 'strength': '25MG'}], [{'name': 'MEPENZOLATE BROMIDE', 'strength': '25MG/5ML'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['TABLET', 'SOLUTION']"
69,NDA010841,RECORDATI RARE,,,,,,,,,,,['ORIG'],['19570422'],"['003', '001']","['No', 'Yes']","[[{'name': 'ETHOTOIN', 'strength': '500MG'}], [{'name': 'ETHOTOIN', 'strength': '250MG'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['TABLET', 'TABLET']"
70,NDA011153,PFIZER,['NDA011153'],"['MEDROL', 'METHYLPREDNISOLONE']",['METHYLPREDNISOLONE'],"['Pharmacia and Upjohn Company LLC', 'Greenstone LLC']","['0009-0020', '0009-0049', '0009-0056', '0009-0022', '0009-0073', '0009-0176', '59762-0049', '59762-4440', '59762-0050', '59762-0051']",['HUMAN PRESCRIPTION DRUG'],"['197969', '197971', '197973', '207136', '207137', '207138', '207141', '259966', '260330', '328161', '762675', '834023']","['8f9c2163-1d7f-4e6e-bbe5-d758de474744', '54059804-b922-490e-803f-c60387dd6137']","['39d5270b-d957-4821-93d6-501b7b9f02d4', '22dd75d6-f89a-44f7-8ca6-b64c4e9806dd']","['0009-0049-02', '0009-0056-02', '0009-0056-04', '0009-0022-01', '0009-0073-01', '0009-0176-01', '0009-0020-01', '59762-4440-3', '59762-4440-2', '59762-0049-1', '59762-0050-1', '59762-0051-1']",['ORIG'],['19571024'],"['005', '003', '001', '006', '004', '002']","['No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'METHYLPREDNISOLONE', 'strength': '24MG'}], [{'name': 'METHYLPREDNISOLONE', 'strength': '16MG'}], [{'name': 'METHYLPREDNISOLONE', 'strength': '4MG'}], [{'name': 'METHYLPREDNISOLONE', 'strength': '32MG'}], [{'name': 'METHYLPREDNISOLONE', 'strength': '8MG'}], [{'name': 'METHYLPREDNISOLONE', 'strength': '2MG'}]]","['Discontinued', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No', 'Yes', 'No', 'No']","['TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET', 'TABLET']"
71,NDA011324,BRACCO,,,,,,,,,,,['ORIG'],['19580822'],['002'],['Yes'],"[[{'name': 'DIATRIZOATE MEGLUMINE', 'strength': '52.7%'}, {'name': 'IODIPAMIDE MEGLUMINE', 'strength': '26.8%'}]]",['Discontinued'],['No'],['SOLUTION']
72,NDA011483,SUN PHARM INDUSTRIES,,,,,,,,,,,['ORIG'],['19580707'],['004'],['Yes'],"[[{'name': 'ASPIRIN', 'strength': '356.4MG'}, {'name': 'CAFFEINE', 'strength': '30MG'}, {'name': 'DIHYDROCODEINE BITARTRATE', 'strength': '16MG'}]]",['Discontinued'],['No'],['CAPSULE']
73,NDA011559,PAR STERILE PRODUCTS,['NDA011559'],['BREVITAL SODIUM'],['METHOHEXITAL SODIUM'],"['Par Pharmaceutical, Inc.']",['42023-105'],['HUMAN PRESCRIPTION DRUG'],"['1244233', '1244638']",['6f36157b-6fae-4428-80b7-aee3842d21c6'],['eccd8340-ead3-4363-8902-0c19d33aa2ac'],['42023-105-01'],['ORIG'],['19600627'],"['003', '001', '004', '002']","['No', 'Yes', 'No', 'Yes']","[[{'name': 'METHOHEXITAL SODIUM', 'strength': '5GM/VIAL'}], [{'name': 'METHOHEXITAL SODIUM', 'strength': '500MG/VIAL'}], [{'name': 'METHOHEXITAL SODIUM', 'strength': '200MG/VIAL'}], [{'name': 'METHOHEXITAL SODIUM', 'strength': '2.5GM/VIAL'}]]","['Discontinued', 'Prescription', 'Discontinued', 'Discontinued']","['No', 'Yes', 'No', 'No']","['INJECTABLE', 'INJECTABLE', 'INJECTABLE', 'INJECTABLE']"
74,NDA011870,SALIX PHARMS,,,,,,,,,,,['ORIG'],['19611006'],['001'],['Yes'],"[[{'name': 'CHLOROTHIAZIDE', 'strength': '250MG/5ML'}]]",['Prescription'],['Yes'],['SUSPENSION']
75,NDA011961,VALIDUS PHARMS INC,['NDA011961'],['MARPLAN'],['ISOCARBOXAZID'],['Validus Pharmaceuticals LLC'],['30698-032'],['HUMAN PRESCRIPTION DRUG'],"['104837', '201708']",['68476d70-be92-4d04-92aa-152f176e92d4'],['ac387aa0-3f04-4865-a913-db6ed6f4fdc5'],['30698-032-01'],['ORIG'],['19590701'],['001'],['Yes'],"[[{'name': 'ISOCARBOXAZID', 'strength': '10MG'}]]",['Prescription'],['Yes'],['TABLET']
76,NDA011963,WYETH PHARMS,,,,,,,,,,,['ORIG'],['19600627'],"['004', '002', '003', '001']","['No', 'No', 'No', 'Yes']","[[{'name': 'ECHOTHIOPHATE IODIDE', 'strength': '0.06%'}], [{'name': 'ECHOTHIOPHATE IODIDE', 'strength': '0.03%'}], [{'name': 'ECHOTHIOPHATE IODIDE', 'strength': '0.25%'}], [{'name': 'ECHOTHIOPHATE IODIDE', 'strength': '0.125%'}]]","['Discontinued', 'Discontinued', 'Discontinued', 'Prescription']","['No', 'No', 'No', 'Yes']","['FOR SOLUTION', 'FOR SOLUTION', 'FOR SOLUTION', 'FOR SOLUTION']"
77,NDA012429,ASPEN GLOBAL INC,,,,,,,,,,,['ORIG'],['19660118'],['001'],['Yes'],"[[{'name': 'THIOGUANINE', 'strength': '40MG'}]]",['Prescription'],['Yes'],['TABLET']
78,NDA012541,PFIZER,,,,,,,,,,,['ORIG'],['19600923'],"['003', '002']","['Yes', 'Yes']","[[{'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': '400MG/ML'}], [{'name': 'MEDROXYPROGESTERONE ACETATE', 'strength': '100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['INJECTABLE', 'INJECTABLE']"
